date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:14	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:37:14%20GMT	https://papi.cash/robots.txt		(from )
15:37:15	63565/63565	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Dec%202023%2017:17:34%20GMT	https://papi.cash/	D:/papiChulo/papi.cash/index.html	(from )
15:37:15	244078/244078	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20May%202023%2009:20:09%20GMT	https://papi.cash/asset/css/webflow.fe0eb3982.min.css	D:/papiChulo/papi.cash/asset/css/webflow.fe0eb3982.min.css	(from https://papi.cash/)
15:37:15	19715/19715	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/ZealAnimator-v2.0.min.css	D:/papiChulo/papi.cash/ZealAnimator-v2.0.min.css	(from https://papi.cash/)
15:37:16	16037/16037	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/js/about-us.js	D:/papiChulo/papi.cash/asset/js/about-us.js	(from https://papi.cash/)
15:37:16	1621/1621	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:37:16%20GMT	https://fonts.googleapis.com/	D:/papiChulo/fonts.googleapis.com/index.html	(from https://papi.cash/)
15:37:16	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:37:16%20GMT	https://fonts.gstatic.com/	D:/papiChulo/fonts.gstatic.com/index.html	(from https://papi.cash/)
15:37:16	6918/6918	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:54:11%20GMT	https://papi.cash/asset/image/Favicon.png	D:/papiChulo/papi.cash/asset/image/Favicon.png	(from https://papi.cash/)
15:37:16	228043/228043	---MC-	200	added ('OK')	application/javascript	date:Mon,%2009%20Dec%202024%2006:00:00%20GMT	https://www.googletagmanager.com/gtag/js?id=UA-223542390-1	D:/papiChulo/www.googletagmanager.com/gtag/js5e69	(from https://papi.cash/)
15:37:16	41774/41774	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:48:42%20GMT	https://papi.cash/asset/image/Webclip.png	D:/papiChulo/papi.cash/asset/image/Webclip.png	(from https://papi.cash/)
15:37:16	0/0	---M--	200	added ('OK')	text/plain	date:Mon,%2009%20Dec%202024%2007:37:17%20GMT	https://www.facebook.com/tr?id=3031824483781293&ev=PageView&noscript=1	D:/papiChulo/www.facebook.com/tr.6a31d.delayed	(from https://papi.cash/)
15:37:17	0/0	---M--	200	added ('OK')	text/plain	date:Mon,%2009%20Dec%202024%2007:37:17%20GMT	https://www.facebook.com/tr?id=500506608659529&ev=PageView&noscript=1	D:/papiChulo/www.facebook.com/tr31cc	(from https://papi.cash/)
15:37:17	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2009%20Dec%202024%2007:37:17%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/papiChulo/www.googletagmanager.com/gtm.85445.delayed	(from https://papi.cash/)
15:37:18	107746/107746	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/js/jquery.min.js	D:/papiChulo/papi.cash/asset/js/jquery.min.js	(from https://papi.cash/)
15:37:18	37559/37559	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/css/plyr.css	D:/papiChulo/papi.cash/asset/css/plyr.css	(from https://papi.cash/)
15:37:18	266/266	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2007:37:18%20GMT	https://www.googletagmanager.com/ns.html?id=GTM-WLPBNBS	D:/papiChulo/www.googletagmanager.com/ns0441.html	(from https://papi.cash/)
15:37:19	63565/63565	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Dec%202023%2017:17:34%20GMT	https://papi.cash/index.html	D:/papiChulo/papi.cash/index-2.html	(from https://papi.cash/)
15:37:19	48607/48607	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:58:28%20GMT	https://papi.cash/main.png	D:/papiChulo/papi.cash/main.png	(from https://papi.cash/)
15:37:20	385690/385690	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:18:31%20GMT	https://papi.cash/asset/image/Phone_sml.png	D:/papiChulo/papi.cash/asset/image/Phone_sml.png	(from https://papi.cash/)
15:37:20	11472/11472	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20May%202023%2021:57:24%20GMT	https://papi.cash/asset/image/Phone%20Shadow.jpg	D:/papiChulo/papi.cash/asset/image/Phone%20Shadow.jpg	(from https://papi.cash/)
15:37:21	755612/755612	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/Homepage%20shapes.png	D:/papiChulo/papi.cash/asset/image/Homepage%20shapes.png	(from https://papi.cash/)
